enrollment_id,student_id,course_id,marks_obtained,grade,grade_point,attendance_percentage,semester,academic_year
6734,STU2024CS0182,CRS_CS803,63.6,B+,7.0,90.2,8,2026-2027
6735,STU2024CS0183,CRS_CS101,79.0,A,8.0,90.6,1,2023-2024
6736,STU2024CS0183,CRS_CS102,61.0,B+,7.0,82.9,1,2023-2024
6737,STU2024CS0183,CRS_CS103,72.9,A,8.0,81.4,1,2023-2024
6738,STU2024CS0183,CRS_CS104,63.6,B+,7.0,84.8,1,2023-2024
6739,STU2024CS0183,CRS_CS105,70.4,A,8.0,91.9,1,2023-2024
6740,STU2024CS0183,CRS_CS201,73.5,A,8.0,84.2,2,2023-2024
6741,STU2024CS0183,CRS_CS202,80.7,A+,9.0,77.6,2,2023-2024
6742,STU2024CS0183,CRS_CS203,73.6,A,8.0,78.2,2,2023-2024
6743,STU2024CS0183,CRS_CS204,67.3,B+,7.0,88.6,2,2023-2024
6744,STU2024CS0183,CRS_CS205,82.7,A+,9.0,79.6,2,2023-2024
6745,STU2024CS0183,CRS_CS301,74.2,A,8.0,78.3,3,2024-2025
6746,STU2024CS0183,CRS_CS302,68.3,B+,7.0,87.9,3,2024-2025
6747,STU2024CS0183,CRS_CS303,81.0,A+,9.0,88.3,3,2024-2025
6748,STU2024CS0183,CRS_CS304,76.3,A,8.0,78.1,3,2024-2025
6749,STU2024CS0183,CRS_CS305,80.0,A+,9.0,86.4,3,2024-2025
6750,STU2024CS0183,CRS_CS401,86.7,A+,9.0,89.1,4,2024-2025
6751,STU2024CS0183,CRS_CS402,61.6,B+,7.0,85.8,4,2024-2025
6752,STU2024CS0183,CRS_CS403,99.0,O,10.0,80.1,4,2024-2025
6753,STU2024CS0183,CRS_CS404,78.7,A,8.0,79.0,4,2024-2025
6754,STU2024CS0183,CRS_CS405,61.1,B+,7.0,76.4,4,2024-2025
6755,STU2024CS0183,CRS_CS501,88.4,A+,9.0,81.4,5,2025-2026
6756,STU2024CS0183,CRS_CS502,66.2,B+,7.0,83.3,5,2025-2026
6757,STU2024CS0183,CRS_CS503,93.1,O,10.0,81.1,5,2025-2026
6758,STU2024CS0183,CRS_CS504,62.2,B+,7.0,91.4,5,2025-2026
6759,STU2024CS0183,CRS_CS505,72.9,A,8.0,84.1,5,2025-2026
6760,STU2024CS0183,CRS_CS601,82.9,A+,9.0,87.6,6,2025-2026
6761,STU2024CS0183,CRS_CS602,81.2,A+,9.0,87.2,6,2025-2026
6762,STU2024CS0183,CRS_CS603,77.6,A,8.0,92.0,6,2025-2026
6763,STU2024CS0183,CRS_CS604,85.2,A+,9.0,86.9,6,2025-2026
6764,STU2024CS0183,CRS_CS605,68.9,B+,7.0,86.8,6,2025-2026
6765,STU2024CS0183,CRS_CS701,85.9,A+,9.0,90.3,7,2026-2027
6766,STU2024CS0183,CRS_CS702,66.7,B+,7.0,78.7,7,2026-2027
6767,STU2024CS0183,CRS_CS703,58.9,B,6.0,91.8,7,2026-2027
6768,STU2024CS0183,CRS_CS704,91.5,O,10.0,83.1,7,2026-2027
6769,STU2024CS0183,CRS_CS801,67.7,B+,7.0,86.1,8,2026-2027
6770,STU2024CS0183,CRS_CS802,59.4,B,6.0,76.3,8,2026-2027
6771,STU2024CS0183,CRS_CS803,81.4,A+,9.0,89.5,8,2026-2027
6772,STU2024CS0184,CRS_CS101,75.8,A,8.0,76.2,1,2023-2024
6773,STU2024CS0184,CRS_CS102,77.8,A,8.0,75.4,1,2023-2024
6774,STU2024CS0184,CRS_CS103,70.3,A,8.0,79.0,1,2023-2024
6775,STU2024CS0184,CRS_CS104,79.5,A,8.0,88.3,1,2023-2024
6776,STU2024CS0184,CRS_CS105,90.3,O,10.0,87.7,1,2023-2024
6777,STU2024CS0184,CRS_CS201,77.2,A,8.0,86.0,2,2023-2024
6778,STU2024CS0184,CRS_CS202,57.5,B,6.0,77.9,2,2023-2024
6779,STU2024CS0184,CRS_CS203,73.9,A,8.0,76.0,2,2023-2024
6780,STU2024CS0184,CRS_CS204,78.8,A,8.0,90.9,2,2023-2024
6781,STU2024CS0184,CRS_CS205,92.4,O,10.0,83.9,2,2023-2024
6782,STU2024CS0184,CRS_CS301,82.0,A+,9.0,89.2,3,2024-2025
6783,STU2024CS0184,CRS_CS302,65.1,B+,7.0,87.0,3,2024-2025
6784,STU2024CS0184,CRS_CS303,73.4,A,8.0,81.7,3,2024-2025
6785,STU2024CS0184,CRS_CS304,82.7,A+,9.0,81.7,3,2024-2025
6786,STU2024CS0184,CRS_CS305,79.7,A,8.0,84.6,3,2024-2025
6787,STU2024CS0184,CRS_CS401,80.5,A+,9.0,75.2,4,2024-2025
6788,STU2024CS0184,CRS_CS402,59.6,B,6.0,83.3,4,2024-2025
6789,STU2024CS0184,CRS_CS403,81.3,A+,9.0,81.5,4,2024-2025
6790,STU2024CS0184,CRS_CS404,76.5,A,8.0,88.0,4,2024-2025
6791,STU2024CS0184,CRS_CS405,81.8,A+,9.0,81.8,4,2024-2025
6792,STU2024CS0184,CRS_CS501,75.8,A,8.0,80.4,5,2025-2026
6793,STU2024CS0184,CRS_CS502,72.4,A,8.0,75.1,5,2025-2026
6794,STU2024CS0184,CRS_CS503,86.2,A+,9.0,81.8,5,2025-2026
6795,STU2024CS0184,CRS_CS504,79.1,A,8.0,86.5,5,2025-2026
6796,STU2024CS0184,CRS_CS505,61.2,B+,7.0,83.3,5,2025-2026
6797,STU2024CS0184,CRS_CS601,75.2,A,8.0,89.3,6,2025-2026
6798,STU2024CS0184,CRS_CS602,70.4,A,8.0,87.2,6,2025-2026
6799,STU2024CS0184,CRS_CS603,69.0,B+,7.0,90.1,6,2025-2026
6800,STU2024CS0184,CRS_CS604,79.5,A,8.0,80.5,6,2025-2026
6801,STU2024CS0184,CRS_CS605,75.9,A,8.0,78.9,6,2025-2026
6802,STU2024CS0184,CRS_CS701,79.3,A,8.0,79.3,7,2026-2027
6803,STU2024CS0184,CRS_CS702,84.4,A+,9.0,77.5,7,2026-2027
6804,STU2024CS0184,CRS_CS703,73.1,A,8.0,89.0,7,2026-2027
6805,STU2024CS0184,CRS_CS704,83.9,A+,9.0,90.6,7,2026-2027
6806,STU2024CS0184,CRS_CS801,67.3,B+,7.0,82.3,8,2026-2027
6807,STU2024CS0184,CRS_CS802,86.9,A+,9.0,84.0,8,2026-2027
6808,STU2024CS0184,CRS_CS803,68.2,B+,7.0,86.6,8,2026-2027
6809,STU2024CS0185,CRS_CS101,62.5,B+,7.0,89.4,1,2022-2023
6810,STU2024CS0185,CRS_CS102,78.1,A,8.0,78.3,1,2022-2023
6811,STU2024CS0185,CRS_CS103,73.5,A,8.0,87.5,1,2022-2023
6812,STU2024CS0185,CRS_CS104,74.8,A,8.0,79.8,1,2022-2023
6813,STU2024CS0185,CRS_CS105,61.3,B+,7.0,87.7,1,2022-2023
6814,STU2024CS0185,CRS_CS201,61.8,B+,7.0,84.5,2,2022-2023
6815,STU2024CS0185,CRS_CS202,70.1,A,8.0,86.8,2,2022-2023
6816,STU2024CS0185,CRS_CS203,81.7,A+,9.0,87.8,2,2022-2023
6817,STU2024CS0185,CRS_CS204,70.6,A,8.0,83.2,2,2022-2023
6818,STU2024CS0185,CRS_CS205,62.0,B+,7.0,81.0,2,2022-2023
6819,STU2024CS0185,CRS_CS301,87.0,A+,9.0,78.7,3,2023-2024
6820,STU2024CS0185,CRS_CS302,61.6,B+,7.0,87.1,3,2023-2024
6821,STU2024CS0185,CRS_CS303,75.2,A,8.0,85.4,3,2023-2024
6822,STU2024CS0185,CRS_CS304,81.8,A+,9.0,76.2,3,2023-2024
6823,STU2024CS0185,CRS_CS305,69.4,B+,7.0,85.5,3,2023-2024
6824,STU2024CS0185,CRS_CS401,81.8,A+,9.0,91.6,4,2023-2024
6825,STU2024CS0185,CRS_CS402,91.1,O,10.0,82.6,4,2023-2024
6826,STU2024CS0185,CRS_CS403,81.3,A+,9.0,76.0,4,2023-2024
6827,STU2024CS0185,CRS_CS404,73.2,A,8.0,83.7,4,2023-2024
6828,STU2024CS0185,CRS_CS405,74.9,A,8.0,85.2,4,2023-2024
6829,STU2024CS0185,CRS_CS501,51.6,B,6.0,83.0,5,2024-2025
6830,STU2024CS0185,CRS_CS502,68.0,B+,7.0,80.3,5,2024-2025
6831,STU2024CS0185,CRS_CS503,52.1,B,6.0,84.6,5,2024-2025
6832,STU2024CS0185,CRS_CS504,64.4,B+,7.0,79.0,5,2024-2025
6833,STU2024CS0185,CRS_CS505,74.0,A,8.0,78.3,5,2024-2025
6834,STU2024CS0185,CRS_CS601,77.3,A,8.0,83.1,6,2024-2025
6835,STU2024CS0185,CRS_CS602,79.6,A,8.0,77.9,6,2024-2025
6836,STU2024CS0185,CRS_CS603,95.1,O,10.0,88.9,6,2024-2025
6837,STU2024CS0185,CRS_CS604,58.3,B,6.0,89.1,6,2024-2025
6838,STU2024CS0185,CRS_CS605,64.0,B+,7.0,85.9,6,2024-2025
6839,STU2024CS0185,CRS_CS701,76.9,A,8.0,87.6,7,2025-2026
6840,STU2024CS0185,CRS_CS702,82.8,A+,9.0,89.2,7,2025-2026
6841,STU2024CS0185,CRS_CS703,66.8,B+,7.0,83.6,7,2025-2026
6842,STU2024CS0185,CRS_CS704,75.9,A,8.0,76.4,7,2025-2026
6843,STU2024CS0185,CRS_CS801,77.6,A,8.0,91.2,8,2025-2026
6844,STU2024CS0185,CRS_CS802,92.5,O,10.0,78.1,8,2025-2026
6845,STU2024CS0185,CRS_CS803,59.6,B,6.0,85.4,8,2025-2026
6846,STU2024CS0186,CRS_CS101,70.7,A,8.0,78.1,1,2023-2024
6847,STU2024CS0186,CRS_CS102,77.0,A,8.0,81.3,1,2023-2024
6848,STU2024CS0186,CRS_CS103,72.6,A,8.0,61.9,1,2023-2024
6849,STU2024CS0186,CRS_CS104,85.4,A+,9.0,72.5,1,2023-2024
6850,STU2024CS0186,CRS_CS105,42.4,C,5.0,64.8,1,2023-2024
6851,STU2024CS0186,CRS_CS201,23.1,F,0.0,69.8,2,2023-2024
6852,STU2024CS0186,CRS_CS202,84.2,A+,9.0,80.2,2,2023-2024
6853,STU2024CS0186,CRS_CS203,55.3,B,6.0,61.5,2,2023-2024
6854,STU2024CS0186,CRS_CS204,60.7,B+,7.0,81.4,2,2023-2024
6855,STU2024CS0186,CRS_CS205,62.9,B+,7.0,69.1,2,2023-2024
6856,STU2024CS0186,CRS_CS301,64.3,B+,7.0,83.5,3,2024-2025
6857,STU2024CS0186,CRS_CS302,79.0,A,8.0,79.1,3,2024-2025
6858,STU2024CS0186,CRS_CS303,70.0,A,8.0,69.5,3,2024-2025
6859,STU2024CS0186,CRS_CS304,37.6,P,4.0,67.3,3,2024-2025
6860,STU2024CS0186,CRS_CS305,60.3,B+,7.0,79.5,3,2024-2025
6861,STU2024CS0186,CRS_CS401,67.6,B+,7.0,71.6,4,2024-2025
6862,STU2024CS0186,CRS_CS402,71.8,A,8.0,62.2,4,2024-2025
6863,STU2024CS0186,CRS_CS403,59.2,B,6.0,71.6,4,2024-2025
6864,STU2024CS0186,CRS_CS404,52.1,B,6.0,75.2,4,2024-2025
6865,STU2024CS0186,CRS_CS405,80.1,A+,9.0,73.4,4,2024-2025
6866,STU2024CS0186,CRS_CS501,54.9,B,6.0,63.3,5,2025-2026
6867,STU2024CS0186,CRS_CS502,73.7,A,8.0,73.2,5,2025-2026
6868,STU2024CS0186,CRS_CS503,78.6,A,8.0,72.9,5,2025-2026
6869,STU2024CS0186,CRS_CS504,66.5,B+,7.0,82.8,5,2025-2026
6870,STU2024CS0186,CRS_CS505,50.1,B,6.0,62.3,5,2025-2026
6871,STU2024CS0186,CRS_CS601,70.2,A,8.0,67.1,6,2025-2026
6872,STU2024CS0186,CRS_CS602,57.2,B,6.0,76.3,6,2025-2026
6873,STU2024CS0186,CRS_CS603,99.0,O,10.0,70.4,6,2025-2026
6874,STU2024CS0186,CRS_CS604,77.4,A,8.0,67.5,6,2025-2026
6875,STU2024CS0186,CRS_CS605,76.7,A,8.0,76.1,6,2025-2026
6876,STU2024CS0186,CRS_CS701,83.2,A+,9.0,66.1,7,2026-2027
6877,STU2024CS0186,CRS_CS702,26.9,F,0.0,62.5,7,2026-2027
6878,STU2024CS0186,CRS_CS703,60.4,B+,7.0,61.6,7,2026-2027
6879,STU2024CS0186,CRS_CS704,82.0,A+,9.0,83.0,7,2026-2027
6880,STU2024CS0186,CRS_CS801,52.1,B,6.0,82.4,8,2026-2027
6881,STU2024CS0186,CRS_CS802,34.9,F,0.0,80.0,8,2026-2027
6882,STU2024CS0186,CRS_CS803,64.6,B+,7.0,65.3,8,2026-2027
6883,STU2024CS0187,CRS_CS101,64.3,B+,7.0,83.8,1,2023-2024
6884,STU2024CS0187,CRS_CS102,65.5,B+,7.0,80.5,1,2023-2024
6885,STU2024CS0187,CRS_CS103,72.2,A,8.0,89.9,1,2023-2024
6886,STU2024CS0187,CRS_CS104,60.9,B+,7.0,84.7,1,2023-2024
6887,STU2024CS0187,CRS_CS105,71.6,A,8.0,77.8,1,2023-2024
6888,STU2024CS0187,CRS_CS201,76.9,A,8.0,84.8,2,2023-2024
6889,STU2024CS0187,CRS_CS202,96.6,O,10.0,88.5,2,2023-2024
6890,STU2024CS0187,CRS_CS203,68.8,B+,7.0,87.8,2,2023-2024
6891,STU2024CS0187,CRS_CS204,72.5,A,8.0,78.5,2,2023-2024
6892,STU2024CS0187,CRS_CS205,80.7,A+,9.0,84.4,2,2023-2024
6893,STU2024CS0187,CRS_CS301,70.3,A,8.0,78.5,3,2024-2025
6894,STU2024CS0187,CRS_CS302,67.3,B+,7.0,81.7,3,2024-2025
6895,STU2024CS0187,CRS_CS303,86.4,A+,9.0,87.0,3,2024-2025
6896,STU2024CS0187,CRS_CS304,91.6,O,10.0,86.2,3,2024-2025
6897,STU2024CS0187,CRS_CS305,70.2,A,8.0,77.2,3,2024-2025
6898,STU2024CS0187,CRS_CS401,67.0,B+,7.0,89.3,4,2024-2025
6899,STU2024CS0187,CRS_CS402,65.4,B+,7.0,80.8,4,2024-2025
6900,STU2024CS0187,CRS_CS403,81.1,A+,9.0,91.4,4,2024-2025
6901,STU2024CS0187,CRS_CS404,88.2,A+,9.0,79.5,4,2024-2025
6902,STU2024CS0187,CRS_CS405,78.5,A,8.0,78.6,4,2024-2025
6903,STU2024CS0187,CRS_CS501,81.5,A+,9.0,86.6,5,2025-2026
6904,STU2024CS0187,CRS_CS502,85.5,A+,9.0,84.4,5,2025-2026
6905,STU2024CS0187,CRS_CS503,92.0,O,10.0,79.6,5,2025-2026
6906,STU2024CS0187,CRS_CS504,78.9,A,8.0,81.0,5,2025-2026
6907,STU2024CS0187,CRS_CS505,69.7,B+,7.0,84.3,5,2025-2026
6908,STU2024CS0187,CRS_CS601,82.3,A+,9.0,86.9,6,2025-2026
6909,STU2024CS0187,CRS_CS602,86.9,A+,9.0,88.7,6,2025-2026
6910,STU2024CS0187,CRS_CS603,71.3,A,8.0,87.4,6,2025-2026
6911,STU2024CS0187,CRS_CS604,52.2,B,6.0,85.3,6,2025-2026
6912,STU2024CS0187,CRS_CS605,69.5,B+,7.0,89.9,6,2025-2026
6913,STU2024CS0187,CRS_CS701,60.8,B+,7.0,91.6,7,2026-2027
6914,STU2024CS0187,CRS_CS702,47.3,C,5.0,86.5,7,2026-2027
6915,STU2024CS0187,CRS_CS703,70.0,A,8.0,84.6,7,2026-2027
6916,STU2024CS0187,CRS_CS704,73.2,A,8.0,76.6,7,2026-2027
6917,STU2024CS0187,CRS_CS801,79.6,A,8.0,82.8,8,2026-2027
6918,STU2024CS0187,CRS_CS802,81.4,A+,9.0,82.3,8,2026-2027
6919,STU2024CS0187,CRS_CS803,70.6,A,8.0,79.2,8,2026-2027
6920,STU2024CS0188,CRS_CS101,80.3,A+,9.0,91.0,1,2021-2022
6921,STU2024CS0188,CRS_CS102,79.4,A,8.0,78.3,1,2021-2022
6922,STU2024CS0188,CRS_CS103,79.2,A,8.0,77.4,1,2021-2022
6923,STU2024CS0188,CRS_CS104,66.0,B+,7.0,87.4,1,2021-2022
6924,STU2024CS0188,CRS_CS105,82.5,A+,9.0,79.3,1,2021-2022
6925,STU2024CS0188,CRS_CS201,76.3,A,8.0,79.2,2,2021-2022
6926,STU2024CS0188,CRS_CS202,73.5,A,8.0,81.4,2,2021-2022
6927,STU2024CS0188,CRS_CS203,66.9,B+,7.0,83.3,2,2021-2022
6928,STU2024CS0188,CRS_CS204,70.4,A,8.0,81.4,2,2021-2022
6929,STU2024CS0188,CRS_CS205,84.2,A+,9.0,84.3,2,2021-2022
6930,STU2024CS0188,CRS_CS301,80.2,A+,9.0,75.5,3,2022-2023
6931,STU2024CS0188,CRS_CS302,67.9,B+,7.0,85.5,3,2022-2023
6932,STU2024CS0188,CRS_CS303,75.6,A,8.0,86.6,3,2022-2023
6933,STU2024CS0188,CRS_CS304,79.7,A,8.0,90.5,3,2022-2023
6934,STU2024CS0188,CRS_CS305,68.6,B+,7.0,88.8,3,2022-2023
6935,STU2024CS0188,CRS_CS401,82.2,A+,9.0,90.6,4,2022-2023
6936,STU2024CS0188,CRS_CS402,55.4,B,6.0,80.5,4,2022-2023
6937,STU2024CS0188,CRS_CS403,82.1,A+,9.0,90.8,4,2022-2023
6938,STU2024CS0188,CRS_CS404,81.4,A+,9.0,77.0,4,2022-2023
6939,STU2024CS0188,CRS_CS405,77.2,A,8.0,78.0,4,2022-2023
6940,STU2024CS0188,CRS_CS501,71.8,A,8.0,86.6,5,2023-2024
6941,STU2024CS0188,CRS_CS502,64.7,B+,7.0,79.8,5,2023-2024
6942,STU2024CS0188,CRS_CS503,74.7,A,8.0,83.8,5,2023-2024
6943,STU2024CS0188,CRS_CS504,79.0,A,8.0,85.6,5,2023-2024
6944,STU2024CS0188,CRS_CS505,82.5,A+,9.0,83.4,5,2023-2024
6945,STU2024CS0188,CRS_CS601,66.5,B+,7.0,82.0,6,2023-2024
6946,STU2024CS0188,CRS_CS602,70.0,A,8.0,75.5,6,2023-2024
6947,STU2024CS0188,CRS_CS603,70.4,A,8.0,82.1,6,2023-2024
6948,STU2024CS0188,CRS_CS604,58.5,B,6.0,75.8,6,2023-2024
6949,STU2024CS0188,CRS_CS605,87.5,A+,9.0,76.3,6,2023-2024
6950,STU2024CS0188,CRS_CS701,98.2,O,10.0,91.0,7,2024-2025
6951,STU2024CS0188,CRS_CS702,88.7,A+,9.0,81.8,7,2024-2025
6952,STU2024CS0188,CRS_CS703,65.5,B+,7.0,76.2,7,2024-2025
6953,STU2024CS0188,CRS_CS704,93.6,O,10.0,81.7,7,2024-2025
6954,STU2024CS0188,CRS_CS801,72.2,A,8.0,78.7,8,2024-2025
6955,STU2024CS0188,CRS_CS802,82.3,A+,9.0,90.7,8,2024-2025
6956,STU2024CS0188,CRS_CS803,81.6,A+,9.0,81.4,8,2024-2025
6957,STU2024CS0189,CRS_CS101,21.1,F,0.0,66.4,1,2021-2022
6958,STU2024CS0189,CRS_CS102,63.9,B+,7.0,78.8,1,2021-2022
6959,STU2024CS0189,CRS_CS103,46.9,C,5.0,70.1,1,2021-2022
6960,STU2024CS0189,CRS_CS104,28.4,F,0.0,77.8,1,2021-2022
6961,STU2024CS0189,CRS_CS105,66.3,B+,7.0,71.8,1,2021-2022
6962,STU2024CS0189,CRS_CS201,72.9,A,8.0,79.5,2,2021-2022
6963,STU2024CS0189,CRS_CS202,52.3,B,6.0,62.4,2,2021-2022
6964,STU2024CS0189,CRS_CS203,65.1,B+,7.0,60.9,2,2021-2022
6965,STU2024CS0189,CRS_CS204,85.1,A+,9.0,67.8,2,2021-2022
6966,STU2024CS0189,CRS_CS205,58.9,B,6.0,69.6,2,2021-2022
6967,STU2024CS0189,CRS_CS301,40.0,C,5.0,62.9,3,2022-2023
6968,STU2024CS0189,CRS_CS302,77.6,A,8.0,60.4,3,2022-2023
6969,STU2024CS0189,CRS_CS303,56.2,B,6.0,73.8,3,2022-2023
6970,STU2024CS0189,CRS_CS304,51.1,B,6.0,61.6,3,2022-2023
6971,STU2024CS0189,CRS_CS305,57.7,B,6.0,75.8,3,2022-2023
6972,STU2024CS0189,CRS_CS401,57.1,B,6.0,75.4,4,2022-2023
6973,STU2024CS0189,CRS_CS402,33.0,F,0.0,69.3,4,2022-2023
6974,STU2024CS0189,CRS_CS403,67.9,B+,7.0,62.4,4,2022-2023
6975,STU2024CS0189,CRS_CS404,67.6,B+,7.0,84.5,4,2022-2023
6976,STU2024CS0189,CRS_CS405,58.2,B,6.0,76.2,4,2022-2023
6977,STU2024CS0189,CRS_CS501,66.1,B+,7.0,60.8,5,2023-2024
6978,STU2024CS0189,CRS_CS502,74.1,A,8.0,84.9,5,2023-2024
6979,STU2024CS0189,CRS_CS503,67.3,B+,7.0,66.3,5,2023-2024
6980,STU2024CS0189,CRS_CS504,50.4,B,6.0,69.8,5,2023-2024
6981,STU2024CS0189,CRS_CS505,46.6,C,5.0,66.3,5,2023-2024
6982,STU2024CS0189,CRS_CS601,97.3,O,10.0,68.4,6,2023-2024
6983,STU2024CS0189,CRS_CS602,67.8,B+,7.0,80.0,6,2023-2024
6984,STU2024CS0189,CRS_CS603,60.0,B+,7.0,71.5,6,2023-2024
6985,STU2024CS0189,CRS_CS604,71.9,A,8.0,63.9,6,2023-2024
6986,STU2024CS0189,CRS_CS605,52.5,B,6.0,65.3,6,2023-2024
6987,STU2024CS0189,CRS_CS701,77.7,A,8.0,63.3,7,2024-2025
6988,STU2024CS0189,CRS_CS702,56.5,B,6.0,63.1,7,2024-2025
6989,STU2024CS0189,CRS_CS703,29.7,F,0.0,74.2,7,2024-2025
6990,STU2024CS0189,CRS_CS704,61.1,B+,7.0,71.3,7,2024-2025
6991,STU2024CS0189,CRS_CS801,44.6,C,5.0,63.5,8,2024-2025
6992,STU2024CS0189,CRS_CS802,59.1,B,6.0,80.5,8,2024-2025
6993,STU2024CS0189,CRS_CS803,56.8,B,6.0,62.8,8,2024-2025
6994,STU2024CS0190,CRS_CS101,78.6,A,8.0,75.9,1,2022-2023
6995,STU2024CS0190,CRS_CS102,90.8,O,10.0,81.3,1,2022-2023
6996,STU2024CS0190,CRS_CS103,82.4,A+,9.0,86.6,1,2022-2023
6997,STU2024CS0190,CRS_CS104,77.5,A,8.0,76.1,1,2022-2023
6998,STU2024CS0190,CRS_CS105,75.7,A,8.0,78.3,1,2022-2023
6999,STU2024CS0190,CRS_CS201,77.9,A,8.0,76.4,2,2022-2023
7000,STU2024CS0190,CRS_CS202,89.1,A+,9.0,79.6,2,2022-2023
7001,STU2024CS0190,CRS_CS203,79.9,A,8.0,79.4,2,2022-2023
7002,STU2024CS0190,CRS_CS204,54.4,B,6.0,76.2,2,2022-2023
7003,STU2024CS0190,CRS_CS205,63.9,B+,7.0,82.7,2,2022-2023
7004,STU2024CS0190,CRS_CS301,85.6,A+,9.0,77.2,3,2023-2024
7005,STU2024CS0190,CRS_CS302,77.2,A,8.0,90.3,3,2023-2024
7006,STU2024CS0190,CRS_CS303,88.9,A+,9.0,83.4,3,2023-2024
7007,STU2024CS0190,CRS_CS304,81.7,A+,9.0,80.5,3,2023-2024
7008,STU2024CS0190,CRS_CS305,75.4,A,8.0,81.2,3,2023-2024
7009,STU2024CS0190,CRS_CS401,75.2,A,8.0,87.3,4,2023-2024
7010,STU2024CS0190,CRS_CS402,68.0,B+,7.0,88.1,4,2023-2024
7011,STU2024CS0190,CRS_CS403,72.0,A,8.0,78.0,4,2023-2024
7012,STU2024CS0190,CRS_CS404,61.3,B+,7.0,86.3,4,2023-2024
7013,STU2024CS0190,CRS_CS405,65.7,B+,7.0,89.5,4,2023-2024
7014,STU2024CS0190,CRS_CS501,63.2,B+,7.0,82.8,5,2024-2025
7015,STU2024CS0190,CRS_CS502,73.9,A,8.0,76.4,5,2024-2025
7016,STU2024CS0190,CRS_CS503,69.1,B+,7.0,91.8,5,2024-2025
7017,STU2024CS0190,CRS_CS504,57.2,B,6.0,84.6,5,2024-2025
7018,STU2024CS0190,CRS_CS505,80.1,A+,9.0,76.3,5,2024-2025
7019,STU2024CS0190,CRS_CS601,70.1,A,8.0,80.5,6,2024-2025
7020,STU2024CS0190,CRS_CS602,83.2,A+,9.0,75.6,6,2024-2025
7021,STU2024CS0190,CRS_CS603,79.3,A,8.0,82.8,6,2024-2025
7022,STU2024CS0190,CRS_CS604,97.2,O,10.0,90.4,6,2024-2025
7023,STU2024CS0190,CRS_CS605,74.0,A,8.0,80.3,6,2024-2025
7024,STU2024CS0190,CRS_CS701,68.2,B+,7.0,78.1,7,2025-2026
7025,STU2024CS0190,CRS_CS702,65.5,B+,7.0,86.7,7,2025-2026
7026,STU2024CS0190,CRS_CS703,81.2,A+,9.0,80.9,7,2025-2026
7027,STU2024CS0190,CRS_CS704,82.3,A+,9.0,75.6,7,2025-2026
7028,STU2024CS0190,CRS_CS801,74.2,A,8.0,83.5,8,2025-2026
7029,STU2024CS0190,CRS_CS802,77.0,A,8.0,79.7,8,2025-2026
7030,STU2024CS0190,CRS_CS803,86.0,A+,9.0,81.8,8,2025-2026
7031,STU2024CS0191,CRS_CS101,55.1,B,6.0,52.7,1,2021-2022
7032,STU2024CS0191,CRS_CS102,50.2,B,6.0,53.1,1,2021-2022
7033,STU2024CS0191,CRS_CS103,31.4,F,0.0,56.2,1,2021-2022
7034,STU2024CS0191,CRS_CS104,36.5,P,4.0,55.5,1,2021-2022
7035,STU2024CS0191,CRS_CS105,41.8,C,5.0,66.9,1,2021-2022
7036,STU2024CS0191,CRS_CS201,42.5,C,5.0,54.3,2,2021-2022
7037,STU2024CS0191,CRS_CS202,37.5,P,4.0,66.9,2,2021-2022
7038,STU2024CS0191,CRS_CS203,36.1,P,4.0,64.1,2,2021-2022
7039,STU2024CS0191,CRS_CS204,43.0,C,5.0,65.4,2,2021-2022
7040,STU2024CS0191,CRS_CS205,48.2,C,5.0,58.5,2,2021-2022
7041,STU2024CS0191,CRS_CS301,52.6,B,6.0,65.2,3,2022-2023
7042,STU2024CS0191,CRS_CS302,25.3,F,0.0,64.5,3,2022-2023
7043,STU2024CS0191,CRS_CS303,40.3,C,5.0,52.2,3,2022-2023
7044,STU2024CS0191,CRS_CS304,26.6,F,0.0,66.1,3,2022-2023
7045,STU2024CS0191,CRS_CS305,46.1,C,5.0,57.3,3,2022-2023
7046,STU2024CS0191,CRS_CS401,45.9,C,5.0,57.9,4,2022-2023
7047,STU2024CS0191,CRS_CS402,44.9,C,5.0,66.2,4,2022-2023
7048,STU2024CS0191,CRS_CS403,43.0,C,5.0,52.4,4,2022-2023
7049,STU2024CS0191,CRS_CS404,40.6,C,5.0,57.9,4,2022-2023
7050,STU2024CS0191,CRS_CS405,44.9,C,5.0,54.8,4,2022-2023
7051,STU2024CS0191,CRS_CS501,52.9,B,6.0,59.0,5,2023-2024
7052,STU2024CS0191,CRS_CS502,41.5,C,5.0,56.4,5,2023-2024
7053,STU2024CS0191,CRS_CS503,32.1,F,0.0,56.2,5,2023-2024
7054,STU2024CS0191,CRS_CS504,49.5,C,5.0,60.7,5,2023-2024
7055,STU2024CS0191,CRS_CS505,55.9,B,6.0,59.9,5,2023-2024
7056,STU2024CS0191,CRS_CS601,31.5,F,0.0,64.4,6,2023-2024
7057,STU2024CS0191,CRS_CS602,29.8,F,0.0,54.4,6,2023-2024
7058,STU2024CS0191,CRS_CS603,31.2,F,0.0,65.0,6,2023-2024
7059,STU2024CS0191,CRS_CS604,44.7,C,5.0,60.6,6,2023-2024
7060,STU2024CS0191,CRS_CS605,67.0,B+,7.0,53.0,6,2023-2024
7061,STU2024CS0191,CRS_CS701,64.5,B+,7.0,61.2,7,2024-2025
7062,STU2024CS0191,CRS_CS702,49.5,C,5.0,56.2,7,2024-2025
